chave,caminho_ou_id,git,filesystem,sha256,status,evidencia
arquivo::data/fontes-estaduais-curadas/centro-oeste/DF/DF_LEI_6225_2018_BENEFICIOS_LC160_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/DF/DF_LEI_6225_2018_BENEFICIOS_LC160_2026-04-26.txt,True,True,944872c3572a4c1cfc35665d4391a11ba0a33df5b3d88bbdf8978536b75b0966,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/DF/manifest.json,data/fontes-estaduais-curadas/centro-oeste/DF/manifest.json,True,True,444cbfc3004ef9f914f7d10445a1f7c65ebe892cb9a8b76839ba0a47c7bf0ec9,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_ATO_DECL_1_2026_CADASTRO_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_ATO_DECL_1_2026_CADASTRO_2026-04-26.txt,True,True,67c0266d5a458d35291617d6515c2777d8b6b8d9ac51277207de73e56b6029a1,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_DEC_14644_2016_CADASTRO_FISCAL_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_DEC_14644_2016_CADASTRO_FISCAL_2026-04-26.txt,True,True,57a1422fcf8e436bb190d50aa8782aaf323e028eb3e0dc9ad393175913c09e0b,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_DEC_16721_2025_REFIS_PRORROGACAO_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_DEC_16721_2025_REFIS_PRORROGACAO_2026-04-26.txt,True,True,1020e05db66fd0cd71f3f54f3c31693dde93c05aa71321ab0a7ebc64426616fe,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_DEC_16722_2025_ICMS_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_DEC_16722_2025_ICMS_2026-04-26.txt,True,True,f240f68c7cb012f9da59868b76479e3dcd00518ee856b2b5b3b401233e7b45f8,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_DEC_16724_2025_ICMS_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_DEC_16724_2025_ICMS_2026-04-26.txt,True,True,80e1eaf6ddd1433e1b15049f350d6349d932e4bc75228d3677d203a79b813824,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_DEC_9203_1998_APROVACAO_RICMS_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_DEC_9203_1998_APROVACAO_RICMS_2026-04-26.txt,True,True,aede6a997eb528150b6efd1d7f25d245986e77c19303950d794f0dee6c25a1b1,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_DEC_9203_1998_RICMS_GERAL_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_DEC_9203_1998_RICMS_GERAL_2026-04-26.txt,True,True,7191177030e5c50c28372c3d67ff9f908a93895358452234160c8b9ab150a472,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_LC_93_2001_MS_EMPREENDEDOR_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_LC_93_2001_MS_EMPREENDEDOR_2026-04-26.txt,True,True,fdcabe73498b2442227e7f3650c31ef500cc7479075b2e2a19e59709b4f7350f,OK,git ls-tree + filesystem
